Serial Number,Attribution,SAP Claim No,Commodity,Decision
S2B33061,,,,MTN
S2A10460,,,BODY,SM
R2J33314,,,,RS
S2B28093,,,,RS
S2C40165,,,,RS
R2J39783,,,BODY,MTN
R2K11638,,,,MTN
R2K14652,,,BODY,MTN
S2B31985,,,,MTN
R2L17508,,,,RV
S2A16574,,,,RV
R2J33314,,,,PSC
R2K11638,,,,PSC
R2K42760,,,,MTN
R2H28462,,,,SM
R2H29363,,,ELC,SM
R2J33462,,,,SM
R2J38711,,,ELC,SM
R2J42584,,,ELC,SM
R2K10899,,,ELC,SM
R2K12244,,,,SM
R2K44747,,,,SM
R2K45325,,,,SM
R2K45433,,,,SM
R2L16721,,,ELC,SM
R2L20466,,,ELC,SM
R2L21042,,,,SM
R2M30541,,,,SM
R2M33753,,,ELC,SM
R2M37353,,,,SM
R2M38724,,,ELC,SM
S2A18983,,,,SM
S2A19625,,,,SM
S2B25053,,,ELC,SM
R2G16653,,,,RV
R2G16653,,,,RV
R2G18381,,,PDT,RV
R2H22546,,,,RV
R2J39680,,,,RV
R2J40517,,,,RV
R2J42414,,,ELC,RV
R2K10492,,,ELC,RV
R2K10565,,,,RV
R2K12816,,,,RV
R2K44370,,,,RV
R2K44597,,,,RV
R2K44926,,,,RV
R2K46083,,,,RV
R2K46083,,,ELC,RV
R2K46367,,,,RV
R2L16523,,,,RV
R2L17790,,,DAC,RV
R2L20201,,,,RV
R2M31012,,,,RV
R2M34484,,,,RV
S2A15987,,,DAC,RV
S2A15987,,,DAC,RV
S2A16988,,,,RV
S2A19940,,,DAC,RV
S2B28211,,,,RV
S2C37092,,,,RV
S2D12302,,,,RV
R2H22501,,,,PSC
R2M28409,,,ELC,MTN
R2M30458,,,,MTN
S2A13594,,,,MTN
R2K43615,,24322181.0,BRK,
R2H26736,,24446562.0,SUS,
R2K14252,,24532838.0,BRK,
R2K42774,,24581737.0,ELC,
R2K46690,,24814602.0,ELC,
R2J34735,,24893238.0,SUS,
R2L21760,,24895835.0,BRK,
R2H26711,,24909433.0,BRK,
S2A13339,,25085297.0,ELC,
R2M37654,,25182329.0,SUS,
R2K14161,,,,RV
S2A20849,,,,RV
S2B29147,,,,RV
R2K15121,,,,PSC
R2K46179,,,ELC,PSC
S2C42447,,,,PSC
S2C42667,,,,MTN
S2C43851,,,,MTN
R2J36950,ANALYSIS SCRAP,,ELC,SM
R2K13036,CQS,,ELC,SM
R2K13036,CQS,,ELC,SM
R2K13036,CQS,,ELC,SM
R2L24981,ANALYSIS SCRAP,,ELC,SM
R2L25865,ANALYSIS SCRAP,,HVAC,SM
R2M29717,SENT ON PRO FORMA,,ELC,SM
R2H23821,ACCEPT,,ELC,RV
R2H23821,ACCEPT,,ELC,RV
R2J38283,ACCEPT,,ELC,RV
R2J38283,ACCEPT,,ELC,RV
R2J38672,,,ELC,RV
R2J41978,ACCEPT,,ELC,RV
R2K47393,ACCEPT,,ELC,RV
R2K49306,ACCEPT,,DAC,RV
R2K49703,ACCEPT,,ELC,RV
R2M34314,ACCEPT,,BODY,RV
R2M34999,ACCEPT,,ELC,RV
S2C43606,ACCEPT,,ESS,RV
S2C46206,ACCEPT,,ELC,RV
R2K48285,PSC - DAMAGED,,ELC,RS
R2L28242,PSC - DNR,,DAC,RS
S2B30968,PSC - DAMAGED,,DAC,RS
R2J32667,,,DAC,Pending
R2J40793,SENT ON PRO FORMA,,ELC,MTN
R2K44103,SENT ON PRO FORMA,,DAC,MTN
S2B25680,SENT ON PRO FORMA,,ELC,MTN
S2B30999,SENT ON PRO FORMA,,HVAC,MTN
S2C38963,SENT ON PRO FORMA,,BODY,MTN
S2C39499,SENT ON PRO FORMA,,ESS,MTN
R2J32271,ANALYSIS SCRAP,24974788.0,ELC,
S2A18477,PSC - DAMAGED,25119498.0,BOD,
R2G11820,CQS,25121487.0,ELC,
R2G11820,CQS,25121487.0,ELC,
R2M32853,CQS,25184374.0,ELC,
R2J35792,ANALYSIS SCRAP,,ELC,SM
R2J40591,ANALYSIS SCRAP,,BODY,SM
R2J41924,ANALYSIS SCRAP,,BODY,SM
R2K13632,ANALYSIS SCRAP,,BODY,SM
R2L18030,ANALYSIS SCRAP,,ELC,SM
R2L20723,ANALYSIS SCRAP,,BODY,SM
R2H21444,ACCEPT,,ELC,RV
R2J35490,ACCEPT,,BODY,RV
R2J40976,ACCEPT,,BODY,RV
R2J41361,,,BODY,RV
R2K10899,ACCEPT,,ELC,RV
R2K11830,ACCEPT,,HVAC,RV
R2K14173,ACCEPT,,ELC,RV
R2K46628,ACCEPT,,BODY,RV
R2K46811,ACCEPT,,ELC,RV
R2L26955,MANUAL Debit,,BODY,RV
R2M33041,MANUAL Debit,,BODY,RV
R2M33390,MANUAL Debit,,BODY,RV
R2M35485,MANUAL Debit,,BODY,RV
R2M37579,MANUAL Debit,,BODY,RV
S2A10089,ACCEPT,,HVAC,RV
R2J31764,PSC-TAMPERED,,ELC,RS
R2J34331,PSC-TAMPERED,,ELC,RS
R2J39131,PSC-TAMPERED,,ELC,RS
R2J40389,PSC - DNR,,BODY,RS
R2K11153,PSC-TAMPERED,,DAC,RS
R2K11816,PSC-TAMPERED,,ELC,RS
R2K15134,PSC - DAMAGED,,BODY,RS
R2M34465,PSC - Incorrect service,,BODY,RS
S2B33000,PSC-TAMPERED,,ELC,RS
R2G16282,SENT ON PRO FORMA,,ELC,MTN
R2J36755,SENT ON PRO FORMA,,ESS,MTN
R2K13036,SENT ON PRO FORMA,,ELC,MTN
R2L19197,SENT ON PRO FORMA,,ESS,MTN
R2L25843,SENT ON PRO FORMA,,BODY,MTN
R2M33320,SENT ON PRO FORMA,,BODY,MTN
R2M34314,SENT ON PRO FORMA,,BODY,MTN
S2A13851,SENT ON PRO FORMA,,BODY,MTN
S2C35810,SENT ON PRO FORMA,,ELC,MTN
R2J40125,ACCEPT,24965635.0,BOD,
R2J40105,ACCEPT,24965636.0,BOD,
R2J40003,MANUAL Debit,24915470.0,ELC,
R2L16670,PSC - DNR,24838336.0,CLU,
R2J35758,ACCEPT,,ELC,RV
S2B32815,ACCEPT,,ELC,RV
R2L22562,,,DAC,Pending
S2B24401,SENT ON PRO FORMA,,ESS,MTN
R2M37947,SENT ON PRO FORMA,,ELC,MTN
S2A15267,SENT ON PRO FORMA,,ELC,MTN
S2C42853,SENT ON PRO FORMA,,ELC,MTN
R2J31095,ANALYSIS SCRAP,,ELC,SM
R2J31696,ANALYSIS SCRAP,,BODY,SM
R2J36454,ANALYSIS SCRAP,,BODY,SM
R2J37580,ANALYSIS SCRAP,,BODY,SM
R2K45155,ANALYSIS SCRAP,,BODY,SM
R2L18030,ANALYSIS SCRAP,,ELC,SM
S2B30056,CQS,,HVAC,SM
R2J32230,ACCEPT,,ELC,RV
R2J36313,ACCEPT,,ELC,RV
R2K14942,ACCEPT,,ELC,RV
R2K45483,ACCEPT,,BODY,RV
R2K45636,,,ELC,RV
R2K46058,ACCEPT,,ELC,RV
R2L16750,ACCEPT,,ELC,RV
R2L18872,ACCEPT,,ELC,RV
R2L27115,MANUAL Debit,,ELC,RV
R2M33142,MANUAL Debit,,BODY,RV
R2M34112,MANUAL Debit,,BODY,RV
R2M34598,MANUAL Debit,,BODY,RV
S2B34221,ACCEPT,,ELC,RV
R2H28541,PSC - DNR,,BODY,RS
R2M37078,PSC - DAMAGED,,BODY,RS
R2J33250,,,DAC,Pending
S2B26179,SENT ON PRO FORMA,,HVAC,MTN
S2B28921,SENT ON PRO FORMA,,HVAC,MTN
S2B30056,SENT ON PRO FORMA,,HVAC,MTN
S2C37607,SENT ON PRO FORMA,,HVAC,MTN
R2J32888,ACCEPT,,ELC,RV
R2J33086,ACCEPT,,ELC,RV
R2K43260,ACCEPT,,ELC,RV
R2K45660,ACCEPT,,ELC,RV
R2K45682,ACCEPT,,ELC,RV
R2L23398,ACCEPT,,BODY,RV
S2A15664,ACCEPT,,ELC,RV
S2A19669,ACCEPT,,ELC,RV
S2A19782,ACCEPT,,ELC,RV
S2B25841,ACCEPT,,ELC,RV
S2C36425,ACCEPT,,ELC,RV
R2J41084,PSC-TAMPERED,,ELC,RS
R2K11151,PSC-TAMPERED,,ELC,RS
R2K46011,PSC-TAMPERED,,ELC,RS
R2K49483,PSC-TAMPERED,,DAC,RS
R2M30576,PSC-TAMPERED,,DAC,RS
S2A15025,PSC - DAMAGED,,ELC,RS
S2B24691,PSC-TAMPERED,,ELC,RS
R2M32157,,,ELC,Pending
R2M32157,,,ELC,Pending
S2A16800,SENT ON PRO FORMA,,ELC,MTN
S2C35810,SENT ON PRO FORMA,,ESS,MTN
R2G16282,DESIGN SCRAP,,ELC,Pending
R2J39270,ACCEPT,,ELC,RV
R2J39270,ACCEPT,,ELC,RV
R2H29619,PSC - DAMAGED,,DAC,RS
R2H21214,ACCEPT,,HVAC,RV
R2K15119,ACCEPT,,HVAC,RV
R2K48406,ACCEPT,25104235.0,BOD,
R2L21101,PSC - DAMAGED,,BODY,RS
R2J39194,INHOUSE SCRAP,24708536.0,ELC,
R2H26339,ACCEPT,,ELC,RV
R2H27737,ACCEPT,,ELC,RV
R2K11573,ACCEPT,,ELC,RV
R2K46486,ACCEPT,,ELC,RV
R2L24464,ACCEPT,,ELC,RV
R2J33819,SENT ON PRO FORMA,,ELC,MTN
R2J36453,SENT ON PRO FORMA,,ELC,MTN
R2K47196,SENT ON PRO FORMA,,ELC,MTN
R2L17879,SENT ON PRO FORMA,,ELC,MTN
R2L27923,SENT ON PRO FORMA,,ELC,MTN
R2L28257,SENT ON PRO FORMA,,ELC,MTN
R2M29072,SENT ON PRO FORMA,,ELC,MTN
R2M30865,SENT ON PRO FORMA,,ELC,MTN
S2B28133,SENT ON PRO FORMA,,ELC,MTN
R2K49520,ACCEPT,25071667.0,ELC,
R2J40548,ACCEPT,25067737.0,ELC,
R2H24209,ACCEPT,25085782.0,ELC,
R2M31702,ACCEPT,,DAC,RV
R2M37190,,,DAC,Pending
R2H26512,SENT ON PRO FORMA,,ESS,MTN
R2J38154,SENT ON PRO FORMA,,DAC,MTN
S2C41009,SENT ON PRO FORMA,,ESS,MTN
R2K45050,SENT ON PRO FORMA,,PDT,MTN
R2K47823,ANALYSIS SCRAP,,BODY,SM
R2K48970,ANALYSIS SCRAP,,BODY,SM
R2M36710,CQS,,HVAC,SM
R2J32046,ACCEPT,,HVAC,RV
R2J33707,ACCEPT,,HVAC,RV
R2J36973,ACCEPT,,HVAC,RV
R2L24028,ACCEPT,,HVAC,RV
R2L27465,ACCEPT,,BODY,RV
S2A16060,ACCEPT,,ELC,RV
S2A17241,ACCEPT,,HVAC,RV
S2C35355,ACCEPT,,ELC,RV
R2J39263,PSC - DNR,,BODY,RS
R2K44572,,,BODY,RS
S2A10462,SENT ON PRO FORMA,,ELC,MTN
R2J32930,DNR,,BODY,SM
R2J34270,SM,,ELC,SM
R2M32688,DNR,,ELC,SM
R2M37101,DNR,,ELC,SM
R2K45000,ACCEPT,,BODY,RV
R2L18124,ACCEPT,,ELC,RV
R2M34509,MANUAL Debit,,BODY,RV
R2M35077,ZAFT - Affected Part Debit,,BODY,RV
S2B31463,ACCEPT,,ELC,RV
R2H26143,CQS,,HVAC,Pending
S2B27782,PSC - DAMAGED,,ELC,Pending
S2A21244,SENT ON PRO FORMA,,DAC,MTN
R2K46364,ACCEPT,24449541.0,BOD,
R2J42177,ACCEPT,24489301.0,BOD,
R2J40914,ACCEPT,24529147.0,BOD,
R2J40469,ACCEPT,24557023.0,BOD,
R2J40404,ACCEPT,24563828.0,ELC,
R2J38641,ACCEPT,24563849.0,BOD,
R2K46952,ACCEPT,24565272.0,BOD,
R2K47687,ACCEPT,24667130.0,BOD,
R2J40692,ACCEPT,24627274.0,BOD,
R2K43597,ACCEPT,24741548.0,BOD,
R2J39848,ACCEPT,24894357.0,BOD,
R2K48206,ACCEPT,24922549.0,BOD,
R2J39316,ACCEPT,24961528.0,BOD,
R2K46719,ACCEPT,24979688.0,BOD,
R2J32845,ACCEPT,25032041.0,ELC,
R2M34492,MANUAL Debit,25131169.0,BOD,
R2M34335,MANUAL Debit,24894489.0,BOD,
R2K44908,ACCEPT,25014846.0,BOD,
R2L16473,ZAFT - Affected Part Debit,25113932.0,BOD,
R2M34951,MANUAL Debit,25197795.0,BOD,
R2M34430,ACCEPT,25203113.0,ELC,
R2M34445,MANUAL Debit,25213099.0,BOD,
R2M33210,ZAFT - Affected Part Debit,25224171.0,BOD,
R2M31230,ACCEPT,,ELC,RV
R2H23229,ACCEPT,,ELC,RV
R2H25473,ACCEPT,,ELC,RV
R2K47189,ACCEPT,,ELC,RV
R2L17102,ACCEPT,,ELC,RV
S2A20508,ACCEPT,,BODY,RV
S2A15630,SENT ON PRO FORMA,,DAC,MTN
R2K12438,DNR,,ELC,SM
R2K13632,DNR,,BODY,SM
R2K45272,DNR,,BODY,SM
R2L22234,DNR,,BODY,SM
R2H25491,ACCEPT,,ELC,RV
R2H25491,ACCEPT,,ELC,RV
R2K47126,PSC - DNR,,ELC,RS
R2J40435,SENT ON PRO FORMA,,HVAC,MTN
R2K43343,SENT ON PRO FORMA,,DAC,MTN
R2K49170,SEND FOR ANALYSIS,,ELC,MTN
R2L16962,SENT ON PRO FORMA,,DAC,MTN
R2L16962,SENT ON PRO FORMA,,DAC,MTN
R2M33469,SENT ON PRO FORMA,,DAC,MTN
R2M34939,SENT ON PRO FORMA,,DAC,MTN
R2M35556,SENT ON PRO FORMA,,ELC,MTN
S2A15630,SENT ON PRO FORMA,,DAC,MTN
R2J34569,ACCEPT,25049030.0,ELC,
R2J32751,PSC - DNR,,PDT,RV
R2J40341,ACCEPT,,ELC,RV
R2K44609,ACCEPT,,ELC,RV
R2L26487,ACCEPT,,HVAC,RV
R2M34908,ACCEPT,,ELC,RV
S2A18572,ACCEPT,,ELC,RV
S2B23583,ACCEPT,,ELC,RV
S2B25420,ACCEPT,,ELC,RV
S2B25969,ACCEPT,,ELC,RV
R2J34279,PSC - Incorrect service,,ELC,RS
R2J40274,SENT ON PRO FORMA,,ELC,RS
R2K46016,PSC-TAMPERED,,ELC,RS
R2L23744,PSC - DAMAGED,,ELC,RS
R2K48562,,,ELC,Pending
R2L19424,SENT ON PRO FORMA,,DAC,MTN
S2A21406,SENT ON PRO FORMA,,ELC,MTN
S2A22592,SENT ON PRO FORMA,,ELC,MTN
R2K46648,,24992845.0,EXH,
S2C36716,CQS,,HVAC,SM
S2C40343,CQS,,HVAC,SM
R2M33150,,,DAC,Pending
R2M34711,ACCEPT,,ELC,RV
R2M39016,ACCEPT,,ELC,RV
R2J41860,PSC - DAMAGED,,ELC,RS
R2K13614,PSC - DAMAGED,,ELC,RS
R2J32751,,,PDT,Pending
R2L22955,ANALYSIS SCRAP,24934446.0,ELC,
R2G14401,DNR,,BODY,SM
R2L20268,DNR,,BODY,SM
R2J34833,ACCEPT,,ELC,RV
R2J36795,ACCEPT,,ELC,RV
R2J37056,ACCEPT,,ELC,RV
R2J37916,ACCEPT,,ELC,RV
R2K10666,ACCEPT,,ELC,RV
R2K43060,ACCEPT,,ELC,RV
R2K45536,ACCEPT,,ELC,RV
R2K45722,ACCEPT,,ELC,RV
R2K47440,ACCEPT,,ELC,RV
R2L17146,ACCEPT,,BODY,RV
R2L22445,ACCEPT,,ELC,RV
R2M30587,ACCEPT,,ELC,RV
R2M32853,ACCEPT,,ELC,RV
R2M33015,ZAFT - Affected Part Debit,,ELC,RV
R2M34064,ZAFT - Affected Part Debit,,BODY,RV
R2M34441,ZAFT - Affected Part Debit,,ELC,RV
R2M34854,ZAFT - Affected Part Debit,,BODY,RV
S2A11847,ACCEPT,,ELC,RV
S2A15191,ACCEPT,,ELC,RV
R2J39397,PSC-TAMPERED,,ELC,RS
R2K44316,SENT ON PRO FORMA,,ELC,MTN
R2L21785,SENT ON PRO FORMA,,ELC,MTN
R2M32247,SEND FOR ANALYSIS,,DAC,MTN
S2A12589,SENT ON PRO FORMA,,HVAC,MTN
R2M31709,ACCEPT,25012018.0,ELC,
R2L23214,ACCEPT,25121051.0,BOD,
R2H28541,ACCEPT,25149243.0,ELC,
R2L18881,CQS,24952911.0,WHT,
R2K49270,ACCEPT,24996186.0,ELC,
R2K43620,ACCEPT,25021741.0,ELC,
R2K43620,ACCEPT,25021741.0,ELC,
R2J40548,ACCEPT,25067737.0,ELC,
R2L17112,ACCEPT,25095564.0,ELC,
R2L18298,ACCEPT,25097328.0,ELC,
R2M38048,ACCEPT,25097969.0,STG,
R2H25320,ACCEPT,25098651.0,ELC,
R2G11820,CQS,25121487.0,ELC,
R2J40967,ACCEPT,25146797.0,ELC,
R2K10866,SENT ON PRO FORMA,25164178.0,HVA,
R2J36795,ACCEPT,,HVAC,RV
R2J37379,ACCEPT,,ELC,RV
R2K12364,ACCEPT,,ELC,RV
R2L25591,ACCEPT,,HVAC,RV
R2M29460,ACCEPT,,ELC,RV
R2M37122,ACCEPT,,ELC,RV
S2A15395,ACCEPT,,ELC,RV
R2K10656,PSC-TAMPERED,,ELC,RS
R2K43343,PSC - DNR,,ELC,RS
R2K43973,PSC-TAMPERED,,ELC,RS
R2L25861,PSC-TAMPERED,,ELC,RS
R2K12603,SENT ON PRO FORMA,,ELC,MTN
R2L26381,SENT ON PRO FORMA,,HVAC,MTN
R2M33150,SENT ON PRO FORMA,,DAC,MTN
R2M33150,SENT ON PRO FORMA,,DAC,MTN
S2A11367,PSC - DNR,25012055.0,ELC,
R2K43175,ACCEPT,24715838.0,ELC,
S2A13263,PSC - DAMAGED,25085568.0,ELC,
R2L20161,ACCEPT,25043310.0,ELC,
R2M33527,SENT ON PRO FORMA,25097053.0,IFT,
R2M36710,CQS,,HVAC,SM
R2M36710,CQS,,HVAC,SM
R2J40421,PSC - DNR,24933023.0,EXH,
R2J37599,DNR,,ELC,SM
R2J39383,DNR,,BODY,SM
R2K49790,DNR,,BODY,SM
R2M38365,SENT ON PRO FORMA,,DAC,MTN
S2A19407,SENT ON PRO FORMA,,HVAC,MTN
R2K44004,SENT ON PRO FORMA,24647064.0,ELC,
R2K10427,ACCEPT,24885936.0,BOD,
R2K44004,PSC - Incorrect service,24975377.0,ELC,
R2M31102,ACCEPT,25002092.0,BOD,
R2L28161,,25011956.0,ELC,
S2A11800,ACCEPT,25033230.0,BOD,
R2M33370,ACCEPT,25139609.0,BOD,
R2J32068,PSC - Incorrect service,24891282.0,ELC,
R2L18554,SENT ON PRO FORMA,25073659.0,STG,
S2A10683,ACCEPT,25160899.0,BOD,
S2A14106,SENT ON PRO FORMA,25163525.0,FUE,
S2A22391,PSC - Incorrect service,25201091.0,ELC,
R2G17623,ACCEPT,,HVAC,RV
R2K10089,ACCEPT,,ELC,RV
R2K14215,ACCEPT,,HVAC,RV
R2K49790,ACCEPT,,BODY,RV
R2M33071,PSC - DNR,,ELC,RS
R2M34852,,,ESS,Pending
R2G11353,SENT ON PRO FORMA,,DAC,MTN
R2L22787,SENT ON PRO FORMA,,DAC,MTN
R2L22787,SENT ON PRO FORMA,,DAC,MTN
R2L22787,SENT ON PRO FORMA,,DAC,MTN
S2A17476,SENT ON PRO FORMA,,ELC,MTN
R2L21784,DNR,24972829.0,BOD,
R2K15622,PSC - DNR,25016378.0,BOD,
S2A10765,ACCEPT,25102948.0,CLN,
R2H30043,DNR,24883854.0,BOD,
R2J40586,ANALYSIS SCRAP,24924223.0,ELC,
R2L17053,SENT ON PRO FORMA,24993198.0,STG,
R2L17053,SENT ON PRO FORMA,24993198.0,STG,
R2K48749,PSC-TAMPERED,25017416.0,ELC,
R2M32485,PSC - DNR,25183457.0,BOD,
R2J33360,ANALYSIS SCRAP,24549041.0,ELC,
R2J33360,ANALYSIS SCRAP,24549041.0,ELC,
R2K47316,ACCEPT,24586668.0,EXH,
R2K49773,ACCEPT,24566907.0,EXH,
R2K45155,ANALYSIS SCRAP,25016775.0,ELC,
R2K43434,ANALYSIS SCRAP,25091912.0,ELC,
R2L20996,,25108478.0,SAF,
R2H29313,DNR,24925952.0,BOD,
R2H22031,ACCEPT,24958545.0,ELC,
R2K44593,PSC-TAMPERED,24972266.0,ELC,
R2H22062,PSC-TAMPERED,25011673.0,ELC,
R2K49013,,25033580.0,BRK,
R2J33763,DNR,25046758.0,ELC,
R2K46667,DNR,25054739.0,BOD,
R2H19237,DNR,25073658.0,BOD,
R2J35072,PSC - DAMAGED,25080270.0,HVA,
R2K48406,INHOUSE SCRAP,25104235.0,BOD,
S2A13985,ACCEPT,25150468.0,HVA,
R2K13150,DNR,25153527.0,BOD,
S2A20553,CQS,25155939.0,HVA,
R2K15485,SENT ON PRO FORMA,25156442.0,HVA,
R2K44220,ACCEPT,25211678.0,HVA,
S2B28168,SENT ON PRO FORMA,25141978.0,SAF,
R2K43973,PSC-TAMPERED,24958093.0,ELC,
R2H29304,PSC-TAMPERED,25012888.0,ELC,
S2A20553,CQS,25155939.0,HVA,
R2J37256,PSC-TAMPERED,25160997.0,ELC,
S2A15248,SENT ON PRO FORMA,25176717.0,IFT,
R2H29262,SENT ON PRO FORMA,24794059.0,STG,
R2J35363,SENT ON PRO FORMA,24913250.0,STG,
R2L22881,,24938103.0,HVA,
R2M29407,PSC-TAMPERED,25192834.0,ELC,
R2J32298,ACCEPT,25036356.0,ELC,
R2H30523,ACCEPT,24922967.0,ELC,
R2K43864,ACCEPT,25180062.0,STG,
R2H25830,ACCEPT,24864060.0,IFT,
R2L22881,SENT ON PRO FORMA,24938103.0,HVA,
R2J38026,SENT ON PRO FORMA,25055062.0,HVA,
R2M28617,ACCEPT,25013024.0,ELC,
R2K15186,INHOUSE SCRAP,25033820.0,ELC,
R2J32562,SENT ON PRO FORMA,24618795.0,SAF,
R2M30732,,24902753.0,BOD,
R2M31763,SENT ON PRO FORMA,25113720.0,ELC,
R2M30260,ACCEPT,25035044.0,ELC,
R2K48602,ACCEPT,25063221.0,ELC,
R2L16473,,25113933.0,BOD,
R2J39513,ACCEPT,25149046.0,IFT,
R2M30892,PSC-TAMPERED,25159237.0,BRK,
R2K44625,ACCEPT,25160805.0,ELC,
R2M31445,SENT ON PRO FORMA,25164012.0,ELC,
R2J37852,ACCEPT,25164263.0,ELC,
R2L22881,CQS,24938103.0,HVA,
R2K45806,CQS,25025081.0,HVA,
R2H29724,PSC-TAMPERED,25036919.0,ELC,
R2M39395,ACCEPT,25078755.0,BOD,
R2J33890,PSC-TAMPERED,25053761.0,BRK,
R2J38026,CQS,25055062.0,HVA,
R2M31185,ACCEPT,25123668.0,HVA,
R2J32456,ANALYSIS SCRAP,24584914.0,BOD,
R2H30592,ANALYSIS SCRAP,24780975.0,BOD,
R2K44067,PSC - DNR,24925816.0,ELC,
R2K44067,PSC - DNR,24925816.0,ELC,
R2J33489,INHOUSE SCRAP,24970658.0,ELC,
R2M34492,ANALYSIS SCRAP,25131169.0,BOD,
R2K48364,PSC - INCOMPLETE,25137072.0,BOD,
R2K44234,INHOUSE SCRAP,25149364.0,BOD,
R2H28068,ACCEPT,24790319.0,IFT,
R2L18111,ACCEPT,24854135.0,ELC,
R2K45439,ACCEPT,24854142.0,ELC,
R2K45477,PSC - DNR,24902404.0,ELC,
R2L17070,PSC - Incorrect service,25116236.0,BRK,
R2J38026,CQS,25055062.0,HVA,
R2J38786,INHOUSE SCRAP,24912315.0,ELC,
R2M28318,INHOUSE SCRAP,24976680.0,ELC,
S2A10683,ACCEPT,25070776.0,HVA,
R2J35574,PSC-TAMPERED,25075318.0,ELC,
S2A14403,,25083172.0,ELC,
S2A11058,ACCEPT,25086911.0,HVA,
R2K43885,ACCEPT,25102468.0,HVA,
S2A14010,ACCEPT,25118776.0,HVA,
S2A11058,ACCEPT,25129624.0,HVA,
R2J40869,PSC-TAMPERED,25143533.0,ELC,
R2L25325,PSC-TAMPERED,25161352.0,BRK,
R2K44219,ANALYSIS SCRAP,24597115.0,IFT,
R2K12305,ANALYSIS SCRAP,24854803.0,ELC,
R2K15616,PSC - DAMAGED,24904343.0,IFT,
R2M30267,ANALYSIS SCRAP,24910918.0,ELC,
R2J33338,ANALYSIS SCRAP,24949363.0,ELC,
R2M30710,ACCEPT,24970588.0,IFT,
R2L20525,ANALYSIS SCRAP,24988844.0,ELC,
R2L24373,ANALYSIS SCRAP,24923321.0,ELC,
R2K14371,SENT ON PRO FORMA,25056246.0,ELC,
R2K49487,PSC - INCOMPLETE,25063700.0,IFT,
R2J39045,ACCEPT,25131553.0,ELC,
R2K46021,CQS,25080423.0,ELC,
R2L22403,DESIGN SCRAP,25082381.0,ELC,
R2M35105,ACCEPT,24827185.0,BOD,
R2K49571,ACCEPT,24870126.0,ELC,
R2K47393,ACCEPT,24878538.0,ELC,
R2M32338,ACCEPT,24901928.0,ELC,
R2J31866,PSC - DNR,24909405.0,ELC,
R2K44911,ACCEPT,24918888.0,ELC,
R2K44067,PSC - DAMAGED,24925816.0,ELC,
R2K46989,PSC - DNR,24932261.0,ELC,
R2K46020,PSC - DNR,24943570.0,ELC,
R2M37507,SENT ON PRO FORMA,24955560.0,BOD,
R2M33070,ACCEPT,24966074.0,BOD,
R2L21585,ACCEPT,24975946.0,BOD,
R2K11960,PSC - DAMAGED,25004490.0,BOD,
R2M29707,,25023832.0,ELC,
R2J41031,ACCEPT,24924711.0,ELC,
R2H25709,ACCEPT,24950483.0,ELC,
R2J34413,ACCEPT,24966400.0,ELC,
R2M32130,ACCEPT,25041390.0,ELC,
S2A22826,ACCEPT,25046252.0,ELC,
R2J31695,ACCEPT,25047050.0,ELC,
R2K49832,SENT ON PRO FORMA,25066805.0,ELC,
R2G18145,PSC - DNR,25074688.0,BOD,
R2M30515,ACCEPT,25077494.0,ELC,
R2L27746,SENT ON PRO FORMA,25079027.0,HVA,
S2A21036,SENT ON PRO FORMA,25079932.0,BOD,
S2A13172,SENT ON PRO FORMA,25080880.0,HVA,
S2A16777,ACCEPT,25082272.0,ELC,
S2A16777,ACCEPT,25082272.0,ELC,
R2K43721,PSC - DNR,24587343.0,ELC,
R2L16971,ACCEPT,24792609.0,FUE,
R2L23263,SENT ON PRO FORMA,24908006.0,ELC,
R2K44891,PSC-TAMPERED,24908227.0,BRK,
R2K46038,PSC - DNR,24915626.0,ELC,
R2K14035,DNR,24939075.0,HVA,
R2M32259,ACCEPT,24951188.0,ELC,
R2L23479,ACCEPT,25007441.0,FUE,
R2M33748,DNR,25020163.0,HVA,
S2A13063,PSC - DNR,25009389.0,ELC,
R2M32310,ACCEPT,25017226.0,HVA,
R2K13306,ACCEPT,25023679.0,HVA,
R2M33538,SENT ON PRO FORMA,25056021.0,FUE,
R2M33538,SENT ON PRO FORMA,25056021.0,FUE,
S2A14120,ACCEPT,25075609.0,HVA,
R2H28147,ACCEPT,24916877.0,ELC,
R2J33154,PSC - DNR,24593476.0,BOD,
R2J33109,PSC - DNR,24685300.0,BOD,
R2K46887,PSC - DNR,24745269.0,ELC,
R2J36417,PSC - DNR,24754950.0,BOD,
R2K44882,PSC - DNR,24781573.0,BOD,
R2J32139,PSC - DNR,24817489.0,BOD,
R2J37787,PSC - INCOMPLETE,24826067.0,ELC,
R2J32345,PSC - DNR,24832449.0,BOD,
R2K43334,PSC - DNR,24850317.0,BOD,
R2K43202,PSC - DNR,24864077.0,BOD,
R2K47557,PSC - DNR,24890780.0,ELC,
R2H28945,ACCEPT,24703301.0,HVA,
R2J41688,PSC - DNR,24728425.0,ELC,
R2J38846,PSC - DNR,24820799.0,BOD,
R2J38132,PSC - DNR,24830147.0,BOD,
R2K42750,PSC - DNR,24857968.0,BOD,
R2K45487,PSC - DNR,24858158.0,BOD,
R2J41818,PSC - DNR,24931411.0,BOD,
R2J42119,PSC - DNR,24986653.0,BOD,
R2K12154,PSC - DNR,25000365.0,ELC,
