TDATE,BOMPARTNO,VINNumber,ScanValue
2024-12-01,2401AW500631A,MA1UN2YY2R2M28373,021:2401AW500631A:DM203B:301124:1:SIN-301124-133393NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28373,020:2401AW500611A:DM203B:301124:1:SIN-271124-130925NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28377,022:2402AW500241A:DM203B:301124:01:0000253-NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28377,021:2401AW500631A:DM203B:301124:1:SIN-301124-133395NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28377,020:2401AW500611A:DM203B:301124:2:SIN-301124-133407NSK01
2024-12-01,2402AW500281A,MA1UN2JW7R2M28379,022:2402AW500281A:DM203B:301124:02:SIN-301124-893767NSK01
2024-12-01,2401AW500821A,MA1UN2JW7R2M28379,021:2401AW500821A:DM203B:301124:3:SIN-301124-132975NSK01
2024-12-01,2401AW500811A,MA1UN2JW7R2M28379,020:2401AW500811A:DM203B:301124:3:SIN-301124-132980NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28382,022:2402AW500251A:DM203B:291124:01:0000203-NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28382,021:2401AW500641A:DM203B:281124:2:SIN-281124-131928NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28382,020:2401AW500621A:DM203B:291124:2:SIN-291124-132887NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28383,022:2402AW500251A:DM203B:301124:01:0000003-NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28383,021:2401AW500641A:DM203B:281124:2:SIN-281124-131915NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28383,020:2401AW500621A:DM203B:301124:1:SIN-301124-133384NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28387,022:2402AW500251A:DM203B:301124:03:SIN-301124-888850NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28387,021:2401AW500641A:DM203B:281124:3:SIN-281124-131518NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28387,020:2401AW500621A:DM203B:301124:1:SIN-301124-133377NSK01
2024-12-01,2301AW502250N,MA1UN2YY2R2M28427, 019:2301AW502250N:DI061A:291124:02:000
2024-12-01,2301AW502190N,MA1UN2YY2R2M28427, 311:2301AW502190N:DI061A:291124:01:000
2024-12-01,1501BAA05331N,MA1UN2YY2R2M28427,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0260
2024-12-01,2402AW500281A,MA1UN2YY2R2M28391,022:2402AW500281A:DM203B:301124:02:SIN-301124-893613NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28391,021:2401AW500821A:DM203B:301124:1:SIN-301124-133208NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28391,020:2401AW500811A:DM203B:291124:1:SIN-291124-132424NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28375,022:2402AW500241A:DM203B:301124:01:0000257-NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28375,021:2401AW500631A:DM203B:301124:1:SIN-301124-133391NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28375,020:2401AW500611A:DM203B:301124:1:SIN-301124-133390NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2L28213,022:2402AW500241A:DM203B:291124:02:SIN-291124-887913NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2L28213,021:2401AW500631A:DM203B:291124:2:SIN-291124-132863NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2L28213,020:2401AW500611A:DM203B:291124:2:SIN-291124-132864NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28397,022:2402AW500281A:DM203B:301124:03:SIN-301124-889876NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28397,021:2401AW500821A:DM203B:291124:3:SIN-251124-129775NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28397,020:2401AW500811A:DM203B:301124:1:SIN-301124-133194NSK01
2024-12-01,2402AW500281A,MA1UN2KY7R2M28403,022:2402AW500281A:DM203B:281124:01:SIN-281124-880683NSK01
2024-12-01,2401AW500701A,MA1UN2KY7R2M28403,021:2401AW500701A:DM203B:281124:1:SIN-281124-131846NSK01
2024-12-01,2401AW500691A,MA1UN2KY7R2M28403,020:2401AW500691A:DM203B:281124:1:SIN-281124-131847NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28394,022:2402AW500281A:DM203B:301124:01:SIN-301124-891491NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28394,021:2401AW500821A:DM203B:301124:1:SIN-301124-133203NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28394,020:2401AW500811A:DM203B:301124:3:SIN-291124-132893NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28398,022:2402AW500281A:DM203B:301124:02:SIN-301124-893205NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28398,021:2401AW500821A:DM203B:301124:3:SIN-301124-133168NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28398,020:2401AW500811A:DM203B:291124:2:SIN-291124-132934NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28407,022:2402AW500281A:DM203B:271124:01:SIN-271124-876413NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28407,021:2401AW500821A:DM203B:301124:1:SIN-301124-133166NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28407,020:2401AW500811A:DM203B:301124:1:SIN-291124-132910NSK01
2024-12-01,2402AW500281A,MA1UN4KY7R2M28294,022:2402AW500281A:DM203B:291124:02:SIN-291124-887224NSK01
2024-12-01,2401AW500821A,MA1UN4KY7R2M28294,021:2401AW500821A:DM203B:301124:3:SIN-301124-133173NSK01
2024-12-01,2401AW500811A,MA1UN4KY7R2M28294,020:2401AW500811A:DM203B:301124:1:SIN-301124-133207NSK01
2024-12-01,2402AW500281A,MA1UN2KY7R2M28386,022:2402AW500281A:DM203B:301124:01:0000024-NSK01
2024-12-01,2401AW500701A,MA1UN2KY7R2M28386,021:2401AW500701A:DM203B:301124:1:SIN-301124-133284NSK01
2024-12-01,2401AW500691A,MA1UN2KY7R2M28386,020:2401AW500691A:DM203B:301124:2:SIN-301124-133443NSK01
2024-12-01,2301AW502180N,MA1UN2YZ7R2M28447, 019:2301AW502180N:DI061A:281124:01:000
2024-12-01,2301AW502200N,MA1UN2YZ7R2M28447, 311:2301AW502200N:DI061A:251124:01:000
2024-12-01,1501AAA00851N,MA1UN2YZ7R2M28447,000:1501AAA00851N:DD013IA:281024:02:000000P2:005:0452
2024-12-01,2301AW502250N,MA1UN2JW7R2M28448, 019:2301AW502250N:DI061A:281124:02:000
2024-12-01,2301AW502190N,MA1UN2JW7R2M28448, 311:2301AW502190N:DI061A:281124:02:000
2024-12-01,1501BAA05331N,MA1UN2JW7R2M28448,000:1501BAA05331N:DD013IA:241024:01:000000P2:005:0695
2024-12-01,2402AW500281A,MA1UN2YY2R2M28378,022:2402AW500281A:DM203B:301124:02:SIN-301124-893885NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28378,021:2401AW500821A:DM203B:301124:1:SIN-301124-133195NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28378,020:2401AW500811A:DM203B:301124:1:SIN-301124-133001NSK01
2024-12-01,2301AW502250N,MA1UN2JW7R2M28449, 019:2301AW502250N:DI061A:281124:02:000
2024-12-01,2301AW502190N,MA1UN2JW7R2M28449, 311:2301AW502190N:DI061A:291124:01:000
2024-12-01,1501BAA05331N,MA1UN2JW7R2M28449,000:1501BAA05331N:DD013IA:241024:01:000000P2:005:0683
2024-12-01,2402AW500281A,MA1UN2YY2R2M28404,022:2402AW500281A:DM203B:281124:01:SIN-281124-880851NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28404,021:2401AW500821A:DM203B:301124:1:SIN-301124-133223NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28404,020:2401AW500811A:DM203B:301124:1:SIN-301124-133196NSK01
2024-12-01,2301AW503160N,MA1UN4KY7R2M28451, 019:2301AW503160N:DI061A:251124:01:542
2024-12-01,2301AW502190N,MA1UN4KY7R2M28451, 311:2301AW502190N:DI061A:291124:01:000
2024-12-01,1501BAA05331N,MA1UN4KY7R2M28451,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0262
2024-12-01,2401AW500821A,MA1UN2YY2R2M28406,021:2401AW500821A:DM203B:291124:01:0000028-NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28406,022:2402AW500281A:DM203B:301124:02:SIN-301124-893867NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28406,020:2401AW500811A:DM203B:301124:2:SIN-301124-133555NSK01
2024-12-01,2301AW502250N,MA1UN2JW7R2M28452, 019:2301AW502250N:DI061A:281124:02:000
2024-12-01,2301AW502190N,MA1UN2JW7R2M28452, 311:2301AW502190N:DI061A:291124:01:000
2024-12-01,1501BAA05331N,MA1UN2JW7R2M28452,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0237
2024-12-01,2402AW500251A,MA1UN2JW7R2M28388,022:2402AW500251A:DM203B:011224:01:0000062-NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28388,021:2401AW500641A:DM203B:301124:1:SIN-301124-133381NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28388,020:2401AW500621A:DM203B:301124:1:SIN-301124-133382NSK01
2024-12-01,2301AW502250N,MA1UN2JW7R2M28453, 019:2301AW502250N:DI061A:281124:02:000
2024-12-01,2301AW502190N,MA1UN2JW7R2M28453, 311:2301AW502190N:DI061A:291124:01:000
2024-12-01,1501BAA05331N,MA1UN2JW7R2M28453,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0261
2024-12-01,2301AW502250N,MA1UN2JW7R2M28455, 019:2301AW502250N:DI061A:281124:02:000
2024-12-01,2301AW502190N,MA1UN2JW7R2M28455, 311:2301AW502190N:DI061A:291124:01:000
2024-12-01,1501BAA05331N,MA1UN2JW7R2M28455,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0267
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28359,022:2402AW500281A:DM203B:291124:03:SIN-291124-884386NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28359,021:2401AW500701A:DM203B:301124:1:SIN-301124-133353NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28359,020:2401AW500691A:DM203B:301124:1:SIN-301124-133352NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28385,022:2402AW500281A:DM203B:301124:01:SIN-301124-892278NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28385,021:2401AW500821A:DM203B:241124:1:SIN-241124-128695NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28385,020:2401AW500811A:DM203B:241124:1:SIN-241124-128694NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28420,022:2402AW500281A:DM203B:301124:02:SIN-301124-893079NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28420,021:2401AW500821A:DM203B:301124:2:SIN-301124-133607NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28420,020:2401AW500811A:DM203B:301124:2:SIN-301124-133588NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28421,022:2402AW500281A:DM203B:301124:01:SIN-301124-892379NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28421,021:2401AW500821A:DM203B:271124:3:SIN-271124-130687NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28421,020:2401AW500811A:DM203B:301124:3:SIN-301124-132964NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28409,022:2402AW500281A:DM203B:301124:02:SIN-301124-892745NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28409,021:2401AW500821A:DM203B:271124:1:SIN-271124-131184NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28409,020:2401AW500811A:DM203B:271124:1:SIN-271124-131185NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28410,022:2402AW500281A:DM203B:301124:01:0000241-NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28410,021:2401AW500821A:DM203B:291124:2:SIN-291124-132943NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28410,020:2401AW500811A:DM203B:301124:1:SIN-301124-133189NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2L28161,022:2402AW500281A:DM203B:291124:01:0000232-NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2L28161,021:2401AW500821A:DM203B:301124:3:SIN-301124-132973NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2L28161,020:2401AW500811A:DM203B:301124:3:SIN-301124-132972NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28427,022:2402AW500281A:DM203B:301124:01:SIN-301124-892553NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28427,021:2401AW500821A:DM203B:291124:01:0000023-NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28427,020:2401AW500811A:DM203B:261124:01:0000223-NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28340,021:2401AW500631A:DM203B:301124:3:SIN-301124-133008NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28340,022:2402AW500241A:DM203B:301124:01:0000199-NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28340,020:2401AW500611A:DM203B:301124:3:SIN-301124-133018NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28341,021:2401AW500631A:DM203B:301124:1:SIN-291124-132856NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28341,022:2402AW500241A:DM203B:301124:01:0000210-NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28341,020:2401AW500611A:DM203B:301124:1:SIN-291124-132866NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28390,021:2401AW500821A:DM203B:241124:1:SIN-241124-128706NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28390,022:2402AW500281A:DM203B:301124:02:SIN-301124-893279NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28390,020:2401AW500811A:DM203B:241124:1:SIN-241124-128705NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2L28268,021:2401AW500821A:DM203B:291124:1:SIN-291124-132598NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2L28268,022:2402AW500281A:DM203B:301124:01:SIN-301124-891341NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2L28268,020:2401AW500811A:DM203B:301124:3:SIN-291124-132917NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28374,021:2401AW500631A:DM203B:301124:1:SIN-301124-133410NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28374,022:2402AW500241A:DM203B:301124:01:0000256-NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28374,020:2401AW500611A:DM203B:271124:2:SIN-271124-131222NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28364,021:2401AW500701A:DM203B:301124:2:SIN-301124-133429NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28364,022:2402AW500281A:DM203B:301124:01:0000026-NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28364,020:2401AW500691A:DM203B:301124:1:SIN-301124-133327NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28432,022:2402AW500281A:DM203B:301124:01:SIN-301124-892690NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28432,021:2401AW500701A:DM203B:301124:2:SIN-301124-133449NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28432,020:2401AW500691A:DM203B:301124:2:SIN-301124-133415NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2L22727,021:2401AW500821A:DM203B:181124:1:SIN-181124-125170NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2L22727,022:2402AW500281A:DM203B:181124:01:0000052-NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2L22727,020:2401AW500811A:DM203B:181124:1:SIN-151124-123522NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28337,022:2402AW500241A:DM203B:291124:01:0000219-NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28337,021:2401AW500631A:DM203B:301124:3:SIN-291124-132861NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28337,020:2401AW500611A:DM203B:301124:1:SIN-301124-133409NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28422,021:2401AW500701A:DM203B:301124:2:SIN-301124-133427NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28422,022:2402AW500281A:DM203B:301124:01:0000063-NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28422,020:2401AW500691A:DM203B:301124:2:SIN-301124-133428NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28376,021:2401AW500631A:DM203B:301124:3:SIN-301124-133017NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28376,022:2402AW500241A:DM203B:301124:01:0000207-NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28376,020:2401AW500611A:DM203B:301124:1:SIN-301124-133405NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28320,021:2401AW500821A:DM203B:291124:3:SIN-291124-132367NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28320,022:2402AW500281A:DM203B:291124:02:SIN-291124-888221NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28320,020:2401AW500811A:DM203B:291124:3:SIN-291124-132411NSK01
2024-12-01,2402AW500281A,MA1UN2KY7R2M28401,022:2402AW500281A:DM203B:301124:01:0000064-NSK01
2024-12-01,2401AW500821A,MA1UN2KY7R2M28401,021:2401AW500821A:DM203B:301124:3:SIN-301124-132990NSK01
2024-12-01,2401AW500811A,MA1UN2KY7R2M28401,020:2401AW500811A:DM203B:301124:1:SIN-301124-133172NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28400,021:2401AW500701A:DM203B:301124:2:SIN-301124-133451NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28400,022:2402AW500281A:DM203B:301124:01:SIN-301124-892484NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28400,020:2401AW500691A:DM203B:301124:2:SIN-301124-133452NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28389,021:2401AW500641A:DM203B:301124:1:SIN-301124-133376NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28389,022:2402AW500251A:DM203B:291124:01:0000196-NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28389,020:2401AW500621A:DM203B:281124:1:SIN-281124-131536NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28365,022:2402AW500251A:DM203B:281124:01:SIN-281124-881665NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28365,021:2401AW500641A:DM203B:291124:2:SIN-291124-132706NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28365,020:2401AW500621A:DM203B:301124:3:SIN-291124-132501NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2L28226,022:2402AW500281A:DM203B:301124:01:0000025-NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2L28226,021:2401AW500821A:DM203B:301124:3:SIN-291124-132961NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2L28226,020:2401AW500811A:DM203B:301124:3:SIN-291124-132957NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2L28234,021:2401AW500821A:DM203B:291124:2:SIN-291124-132745NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2L28234,022:2402AW500281A:DM203B:301124:01:SIN-301124-891233NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2L28234,020:2401AW500811A:DM203B:291124:1:SIN-291124-132418NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28381,021:2401AW500641A:DM203B:291124:2:SIN-291124-132884NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28381,022:2402AW500251A:DM203B:271124:03:SIN-271124-873396NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28381,020:2401AW500621A:DM203B:291124:2:SIN-291124-132881NSK01
2024-12-01,2402AW500281A,MA1UN2YY2R2M28417,022:2402AW500281A:DM203B:301124:02:SIN-301124-893458NSK01
2024-12-01,2401AW500821A,MA1UN2YY2R2M28417,021:2401AW500821A:DM203B:301124:1:SIN-301124-133188NSK01
2024-12-01,2401AW500811A,MA1UN2YY2R2M28417,020:2401AW500811A:DM203B:301124:1:SIN-301124-133191NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28357,022:2402AW500251A:DM203B:301124:03:SIN-301124-888759NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28357,021:2401AW500641A:DM203B:291124:2:SIN-291124-132882NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28357,020:2401AW500621A:DM203B:291124:2:SIN-291124-132883NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28360,022:2402AW500281A:DM203B:301124:01:0000059-NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28360,021:2401AW500701A:DM203B:301124:1:SIN-301124-133306NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28360,020:2401AW500691A:DM203B:301124:1:SIN-301124-133308NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28363,021:2401AW500701A:DM203B:301124:1:SIN-301124-133333NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28363,022:2402AW500281A:DM203B:301124:01:0000191-NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28363,020:2401AW500691A:DM203B:301124:1:SIN-301124-133334NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28366,021:2401AW500641A:DM203B:291124:2:SIN-291124-132886NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28366,022:2402AW500251A:DM203B:291124:03:SIN-291124-883351NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28366,020:2401AW500621A:DM203B:291124:2:SIN-291124-132885NSK01
2024-12-01,2402AW500251A,MA1UN2JW7R2M28361,022:2402AW500251A:DM203B:291124:01:0000198-NSK01
2024-12-01,2401AW500641A,MA1UN2JW7R2M28361,021:2401AW500641A:DM203B:291124:1:SIN-291124-132506NSK01
2024-12-01,2401AW500621A,MA1UN2JW7R2M28361,020:2401AW500621A:DM203B:291124:1:SIN-291124-132507NSK01
2024-12-01,2402AW500281A,MA1UN2YZ7R2M28384,022:2402AW500281A:DM203B:301124:02:SIN-301124-893587NSK01
2024-12-01,2401AW500701A,MA1UN2YZ7R2M28384,021:2401AW500701A:DM203B:301124:2:SIN-301124-133442NSK01
2024-12-01,2401AW500691A,MA1UN2YZ7R2M28384,020:2401AW500691A:DM203B:301124:1:SIN-301124-133286NSK01
2024-12-01,2402AW500241A,MA1UN2YY2R2M28339,022:2402AW500241A:DM203B:301124:01:0000200-NSK01
2024-12-01,2401AW500631A,MA1UN2YY2R2M28339,021:2401AW500631A:DM203B:151124:1:SIN-151124-123238NSK01
2024-12-01,2401AW500611A,MA1UN2YY2R2M28339,020:2401AW500611A:DM203B:151124:1:SIN-151124-123228NSK01
2024-12-01,2402AW500281A,MA1UN2JW7R2L26776,022:2402AW500281A:DM203B:271124:03:SIN-271124-874126NSK01
2024-12-01,2401AW500821A,MA1UN2JW7R2L26776,021:2401AW500821A:DM203B:271124:3:SIN-271124-130729NSK01
2024-12-01,2401AW500811A,MA1UN2JW7R2L26776,020:2401AW500811A:DM203B:271124:3:SIN-271124-130689NSK01
2024-12-01,2402AW500281A,MA1UN4KY7R2L23012,022:2402AW500281A:DM203B:181124:03:SIN-181124-828085NSK01
2024-12-01,2401AW500821A,MA1UN4KY7R2L23012,021:2401AW500821A:DM203B:181124:2:SIN-181124-125442NSK01
2024-12-01,2401AW500811A,MA1UN4KY7R2L23012,020:2401AW500811A:DM203B:181124:2:SIN-181124-125562NSK01
2024-12-02,2402AW500251A,MA1UN2JW7R2M28358,022:2402AW500251A:DM203B:301124:03:SIN-301124-888836NSK01
2024-12-02,2401AW500641A,MA1UN2JW7R2M28358,021:2401AW500641A:DM203B:291124:2:SIN-291124-132879NSK01
2024-12-02,2401AW500621A,MA1UN2JW7R2M28358,020:2401AW500621A:DM203B:291124:2:SIN-291124-132889NSK01
2024-12-02,1501BAA05331N,MA1UN2JW7R2M28464,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0271
2024-12-02,2301AW502190N,MA1UN2JW7R2M28464, 311:2301AW502190N:DI061A:291124:01:000
2024-12-02,2301AW502250N,MA1UN2JW7R2M28464, 019:2301AW502250N:DI061A:291124:01:000
2024-12-02,2301AW503160N,MA1UN4KY7R2M28465, 019:2301AW503160N:DI061A:251124:01:541
2024-12-02,2301AW502190N,MA1UN4KY7R2M28465, 311:2301AW502190N:DI061A:281124:02:000
2024-12-02,1501BAA05331N,MA1UN4KY7R2M28465,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0274
2024-12-02,1501BAA05331N,MA1UN2KY7R2M28466,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0270
2024-12-02,2301AW502250N,MA1UN2KY7R2M28466, 019:2301AW502250N:DI061A:291124:01:000
2024-12-02,2301AW502190N,MA1UN2KY7R2M28466, 311:2301AW502190N:DI061A:291124:01:000
2024-12-02,2301AW502190N,MA1UN2YY2R2M28467, 311:2301AW502190N:DI061A:291124:01:000
2024-12-02,2301AW502250N,MA1UN2YY2R2M28467, 019:2301AW502250N:DI061A:291124:01:000
2024-12-02,1501BAA05331N,MA1UN2YY2R2M28467,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0272
2024-12-02,1501BAA05331N,MA1UN2YY2R2M28468,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0268
2024-12-02,2301AW502190N,MA1UN2YY2R2M28468, 311:2301AW502190N:DI061A:291124:01:000
2024-12-02,2301AW502250N,MA1UN2YY2R2M28468,  019:2301AW502250N:DI061A:291124:03:000
2024-12-02,2301AW503160N,MA1UN4KY7R2M28469, 019:2301AW503160N:DI061A:241124:02:464
2024-12-02,2301AW502190N,MA1UN4KY7R2M28469, 311:2301AW502190N:DI061A:291124:01:000
2024-12-02,1501BAA05331N,MA1UN4KY7R2M28469,000:1501BAA05331N:DD013IA:081124:01:000000P2:005:0269
2024-12-02,1501BAA05451N,MA1UN2YY2R2M28475,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0233
2024-12-02,2301AW502190N,MA1UN2YY2R2M28475, 311:2301AW502190N:DI061A:271124:01:000
2024-12-02,2301AW503170N,MA1UN2YY2R2M28475, 019:2301AW503170N:DI061A:291124:03:000
2024-12-02,2301AW503170N,MA1UN2YY2R2M28476, 019:2301AW503170N:DI061A:291124:03:000
2024-12-02,2301AW502190N,MA1UN2YY2R2M28476, 311:2301AW502190N:DI061A:271124:03:000
2024-12-02,1501BAA05451N,MA1UN2YY2R2M28476,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0234
2024-12-02,1501BAA05451N,MA1UN2YY2R2M28477,000:1501BAA05451N:DD013IA:131124:01:000000P2:005:0232
2024-12-02,2301AW503170N,MA1UN2YY2R2M28477, 019:2301AW503170N:DI061A:291124:03:000
2024-12-02,2301AW502190N,MA1UN2YY2R2M28477, 311:2301AW502190N:DI061A:271124:01:000
2024-12-02,2301AW503170N,MA1UN2YY2R2M28478, 019:2301AW503170N:DI061A:271124:02:999
2024-12-02,2301AW502190N,MA1UN2YY2R2M28478, 311:2301AW502190N:DI061A:271124:03:000
