TDATE,BOMPARTNO,VINNumber,ScanValue
2024-12-11,2301BW500080D,MA1UN2KY7R2M32677, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32677, 311:2301AW502190N:DI061A:081224:02:757
2024-12-11,2301AW502250N,MA1UN2KY7R2M32677, 019:2301AW502250N:DI061A:071224:02:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32636,022:2402AW500281A:DM203B:081224:03:SIN-081224-932375NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32636,021:2401AW500821A:DM203B:101224:1:SIN-101224-140434NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32636,020:2401AW500811A:DM203B:101224:1:SIN-101224-140435NSK01
2024-12-11,2402AW500281A,MA1UN2JW7R2M32409,022:2402AW500281A:DM203B:101224:01:0000109-NSK01
2024-12-11,2401AW500821A,MA1UN2JW7R2M32409,021:2401AW500821A:DM203B:101224:3:SIN-101224-140089NSK01
2024-12-11,2401AW500811A,MA1UN2JW7R2M32409,020:2401AW500811A:DM203B:101224:3:SIN-101224-140088NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32635,022:2402AW500281A:DM203B:081224:03:SIN-081224-932208NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32635,021:2401AW500821A:DM203B:101224:3:SIN-101224-140193NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32635,020:2401AW500811A:DM203B:091224:1:SIN-081224-139117NSK01
2024-12-11,1501BAA05331N,MA1UN4YY2R2M32680,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0329
2024-12-11,2301AW503160N,MA1UN4YY2R2M32680, 019:2301AW503160N:DI061A:081224:01:000
2024-12-11,2301AW502190N,MA1UN4YY2R2M32680, 311:2301AW502190N:DI061A:081224:02:762
2024-12-11,2301BW500080D,MA1UN4YY2R2M32680, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32644,022:2402AW500281A:DM203B:071224:02:SIN-071224-931844NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32644,021:2401AW500821A:DM203B:101224:1:SIN-101224-140427NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32644,020:2401AW500811A:DM203B:101224:1:SIN-101224-140429NSK01
2024-12-11,2402AW500281A,MA1UN2YY2R2M32642,022:2402AW500281A:DM203B:051224:02:SIN-051224-918694NSK01
2024-12-11,2401AW500821A,MA1UN2YY2R2M32642,021:2401AW500821A:DM203B:101224:1:SIN-101224-140414NSK01
2024-12-11,2401AW500811A,MA1UN2YY2R2M32642,020:2401AW500811A:DM203B:101224:1:SIN-101224-140415NSK01
2024-12-11,2402AW500281A,MA1UN4YY2R2M32646,022:2402AW500281A:DM203B:101224:01:SIN-101224-943347NSK01
2024-12-11,2401AW500701A,MA1UN4YY2R2M32646,021:2401AW500701A:DM203B:031224:2:SIN-031224-135330NSK01
2024-12-11,2401AW500691A,MA1UN4YY2R2M32646,020:2401AW500691A:DM203B:031224:2:SIN-031224-135331NSK01
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32684,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0321
2024-12-11,2301AW502250N,MA1UN2KY7R2M32684,  019:2301AW502250N:DI061A:071224:02:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32684, 311:2301AW502190N:DI061A:081224:02:765
2024-12-11,2301BW500080D,MA1UN2KY7R2M32684, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2402AW500281A,MA1UN2YY2R2M32647,022:2402AW500281A:DM203B:101224:01:SIN-101224-944062NSK01
2024-12-11,2401AW500701A,MA1UN2YY2R2M32647,021:2401AW500701A:DM203B:041224:1:SIN-041224-135866NSK01
2024-12-11,2401AW500691A,MA1UN2YY2R2M32647,020:2401AW500691A:DM203B:041224:2:SIN-041224-135863NSK01
2024-12-11,2301BW500080D,MA1UN2YY2R2M32685, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502190N,MA1UN2YY2R2M32685, 311:2301AW502190N:DI061A:081224:02:767
2024-12-11,2301AW502250N,MA1UN2YY2R2M32685, 019:2301AW502250N:DI061A:071224:02:000
2024-12-11,1501BAA05331N,MA1UN2YY2R2M32685,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0327
2024-12-11,2402AW500251A,MA1UN2YY2R2M32643,022:2402AW500251A:DM203B:091224:01:SIN-091224-939318NSK01
2024-12-11,2401AW500641A,MA1UN2YY2R2M32643,021:2401AW500641A:DM203B:091224:1:SIN-091224-139561NSK01
2024-12-11,2401AW500621A,MA1UN2YY2R2M32643,020:2401AW500621A:DM203B:091224:1:SIN-091224-139560NSK01
2024-12-11,2402AW500251A,MA1UN2YZ7R2M32598,022:2402AW500251A:DM203B:071224:03:SIN-071224-926614NSK01
2024-12-11,2401AW500641A,MA1UN2YZ7R2M32598,021:2401AW500641A:DM203B:061224:2:SIN-061224-137855NSK01
2024-12-11,2401AW500621A,MA1UN2YZ7R2M32598,020:2401AW500621A:DM203B:061224:2:SIN-061224-137880NSK01
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32686,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0323
2024-12-11,2301AW502250N,MA1UN2KY7R2M32686, 019:2301AW502250N:DI061A:071224:02:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32686, 311:2301AW502190N:DI061A:081224:02:761
2024-12-11,2301BW500080D,MA1UN2KY7R2M32686, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2401AW500701A,MA1UN2YZ7R2M32573,021:2401AW500701A:DM203B:081224:1:SIN-081224-139075NSK01
2024-12-11,2402AW500281A,MA1UN2YZ7R2M32573,022:2402AW500281A:DM203B:061224:03:SIN-061224-921025NSK01
2024-12-11,2401AW500691A,MA1UN2YZ7R2M32573,020:2401AW500691A:DM203B:081224:1:SIN-081224-139085NSK01
2024-12-11,2402AW500241A,MA1UN2YY2R2M32576,022:2402AW500241A:DM203B:091224:02:SIN-091224-939505NSK01
2024-12-11,2401AW500631A,MA1UN2YY2R2M32576,021:2401AW500631A:DM203B:091224:1:SIN-091224-139642NSK01
2024-12-11,2401AW500611A,MA1UN2YY2R2M32576,020:2401AW500611A:DM203B:091224:1:SIN-091224-139647NSK01
2024-12-11,2301BW500080D,MA1UN4YY2R2M32688, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502240N,MA1UN4YY2R2M32688, 019:2301AW502240N:DI061A:141124:01:000
2024-12-11,2301AW502200N,MA1UN4YY2R2M32688, 311:2301AW502200N:DI061A:081224:01:605
2024-12-11,1501AAA00851N,MA1UN4YY2R2M32688,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0287
2024-12-11,2402AW500281A,MA1UN2JW7R2M32588,022:2402AW500281A:DM203B:091224:02:SIN-091224-939906NSK01
2024-12-11,2401AW500821A,MA1UN2JW7R2M32588,021:2401AW500821A:DM203B:101224:1:SIN-101224-140438NSK01
2024-12-11,2401AW500811A,MA1UN2JW7R2M32588,020:2401AW500811A:DM203B:091224:1:SIN-091224-139501NSK01
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32692,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0326
2024-12-11,2301AW502190N,MA1UN2KY7R2M32692, 311:2301AW502190N:DI061A:081224:02:760
2024-12-11,2301AW502250N,MA1UN2KY7R2M32692, 019:2301AW502250N:DI061A:071224:02:000
2024-12-11,2301BW500080D,MA1UN2KY7R2M32692, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32639,022:2402AW500281A:DM203B:061224:03:SIN-061224-921346NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32639,021:2401AW500821A:DM203B:101224:1:SIN-101224-140456NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32639,020:2401AW500811A:DM203B:101224:1:SIN-101224-140492NSK01
2024-12-11,2301BW500080D,MA1UN2YY2R2M32693, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502180N,MA1UN2YY2R2M32693, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32693, 311:2301AW502200N:DI061A:081224:01:602
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32693,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0286
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32694,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0265
2024-12-11,2301AW502250N,MA1UN2KY7R2M32694, 019:2301AW502250N:DI061A:071224:02:000
2024-12-11,2301BW500080D,MA1UN2KY7R2M32694, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32694, 311:2301AW502190N:DI061A:081224:02:755
2024-12-11,1501BAA05451N,MA1UN2KY7R2M32696,000:1501BAA05451N:DD013IA:081124:01:000000P2:005:0343
2024-12-11,2301AW503170N,MA1UN2KY7R2M32696, 019:2301AW503170N:DI061A:091224:01:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32696, 311:2301AW502190N:DI061A:081224:02:734
2024-12-11,2301BW500080D,MA1UN2KY7R2M32696, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301BW500080D,MA1UN2JV2R2M32697, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2301AW502180N,MA1UN2JV2R2M32697, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2301AW502200N,MA1UN2JV2R2M32697, 311:2301AW502200N:DI061A:081224:01:604
2024-12-11,1501AAA00851N,MA1UN2JV2R2M32697,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0313
2024-12-11,1501AAA00851N,MA1UN2JV2R2M32701,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0317
2024-12-11,2301BW500080D,MA1UN2JV2R2M32701, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502200N,MA1UN2JV2R2M32701, 311:2301AW502200N:DI061A:081224:01:592
2024-12-11,2301AW502180N,MA1UN2JV2R2M32701, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32627,022:2402AW500281A:DM203B:101224:01:SIN-101224-943140NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32627,021:2401AW500821A:DM203B:071224:2:SIN-071224-138740NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32627,020:2401AW500811A:DM203B:081224:3:SIN-071224-138763NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32624,021:2401AW500821A:DM203B:071224:2:SIN-071224-138693NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32624,022:2402AW500281A:DM203B:101224:01:SIN-101224-943202NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32624,020:2401AW500811A:DM203B:071224:2:SIN-071224-138739NSK01
2024-12-11,1501BAA05451N,MA1UN2KY7R2M32702,000:1501BAA05451N:DD013IA:081124:01:000000P2:005:0346
2024-12-11,2301BW500080D,MA1UN2KY7R2M32702, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW503170N,MA1UN2KY7R2M32702, 019:2301AW503170N:DI061A:091224:01:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32702, 311:2301AW502190N:DI061A:061224:01:110
2024-12-11,2401AW500821A,MA1UN2KY7R2M32579,021:2401AW500821A:DM203B:101224:1:SIN-101224-140368NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32579,022:2402AW500281A:DM203B:091224:01:SIN-091224-937830NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32579,020:2401AW500811A:DM203B:101224:1:SIN-101224-140369NSK01
2024-12-11,2301BW500080D,MA1UN2KY7R2M32704, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW503170N,MA1UN2KY7R2M32704, 019:2301AW503170N:DI061A:091224:01:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32704, 311:2301AW502190N:DI061A:081224:02:729
2024-12-11,1501BAA05451N,MA1UN2KY7R2M32704,000:1501BAA05451N:DD013IA:081124:01:000000P2:005:0341
2024-12-11,1501AAA00851N,MA1UN2JV2R2M32705,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0299
2024-12-11,2301AW502180N,MA1UN2JV2R2M32705, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2301AW502200N,MA1UN2JV2R2M32705, 311:2301AW502200N:DI061A:081224:01:606
2024-12-11,2301BW500080D,MA1UN2JV2R2M32705, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2402AW500281A,MA1UN2YY2R2M32650,022:2402AW500281A:DM203B:101224:01:SIN-101224-943406NSK01
2024-12-11,2401AW500701A,MA1UN2YY2R2M32650,021:2401AW500701A:DM203B:041224:1:SIN-041224-135860NSK01
2024-12-11,2401AW500691A,MA1UN2YY2R2M32650,020:2401AW500691A:DM203B:041224:1:SIN-041224-135839NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32651,022:2402AW500281A:DM203B:031224:01:0000234-NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32651,021:2401AW500821A:DM203B:101224:1:SIN-101224-140478NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32651,020:2401AW500811A:DM203B:101224:1:SIN-101224-140367NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32668,020:2401AW500811A:DM203B:101224:3:SIN-101224-140060NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32668,022:2402AW500281A:DM203B:061224:03:SIN-061224-921127NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32668,021:2401AW500821A:DM203B:101224:3:SIN-101224-140059NSK01
2024-12-11,2402AW500281A,MA1UN2YY2R2M32652,022:2402AW500281A:DM203B:031224:02:SIN-031224-906377NSK01
2024-12-11,2401AW500821A,MA1UN2YY2R2M32652,021:2401AW500821A:DM203B:101224:3:SIN-101224-140211NSK01
2024-12-11,2401AW500811A,MA1UN2YY2R2M32652,020:2401AW500811A:DM203B:091224:2:SIN-091224-139846NSK01
2024-12-11,2402AW500281A,MA1UN2YY2R2M32656,022:2402AW500281A:DM203B:071224:03:SIN-071224-927029NSK01
2024-12-11,2401AW500821A,MA1UN2YY2R2M32656,021:2401AW500821A:DM203B:101224:1:SIN-101224-140370NSK01
2024-12-11,2401AW500811A,MA1UN2YY2R2M32656,020:2401AW500811A:DM203B:101224:1:SIN-101224-140374NSK01
2024-12-11,2402AW500281A,MA1UN2JW7R2M32654,022:2402AW500281A:DM203B:041224:01:SIN-041224-910564NSK01
2024-12-11,2401AW500701A,MA1UN2JW7R2M32654,021:2401AW500701A:DM203B:031224:2:SIN-031224-135332NSK01
2024-12-11,2401AW500691A,MA1UN2JW7R2M32654,020:2401AW500691A:DM203B:031224:2:SIN-031224-135302NSK01
2024-12-11,2301BW500080D,MA1UN2KY7R2M32708, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32708, 311:2301AW502190N:DI061A:081224:02:728
2024-12-11,2301AW502250N,MA1UN2KY7R2M32708, 019:2301AW502250N:DI061A:091224:02:000
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32708,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0311
2024-12-11,1501AAA00851N,MA1UN2JV2R2M32709,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0301
2024-12-11,2301AW502200N,MA1UN2JV2R2M32709, 311:2301AW502200N:DI061A:081224:01:601
2024-12-11,2301AW502180N,MA1UN2JV2R2M32709, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2301BW500080D,MA1UN2JV2R2M32709, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301BW500080D,MA1UN2YY2R2M32710, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502180N,MA1UN2YY2R2M32710, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32710, 311:2301AW502200N:DI061A:081224:01:593
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32710,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0297
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32712,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0287
2024-12-11,2301AW502190N,MA1UN2KY7R2M32712, 311:2301AW502190N:DI061A:081224:02:730
2024-12-11,2301BW500080D,MA1UN2KY7R2M32712, 503:2301BW500080D:DI061A:081224:01:000
2024-12-11,2301AW502250N,MA1UN2KY7R2M32712, 019:2301AW502250N:DI061A:091224:02:000
2024-12-11,2301AW502180N,MA1UN2YY2R2M32713, 019:2301AW502180N:DI061A:061224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32713, 311:2301AW502200N:DI061A:081224:01:609
2024-12-11,2301BW500080D,MA1UN2YY2R2M32713, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32713,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0303
2024-12-11,2401AW500811A,MA1UN2KY7R2M32672,020:2401AW500811A:DM203B:101224:3:SIN-101224-140042NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32672,022:2402AW500281A:DM203B:101224:01:0000097-NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32672,021:2401AW500821A:DM203B:101224:3:SIN-101224-140043NSK01
2024-12-11,2402AW500281A,MA1UN2YY2R2M32655,022:2402AW500281A:DM203B:041224:01:0000070-NSK01
2024-12-11,2401AW500821A,MA1UN2YY2R2M32655,021:2401AW500821A:DM203B:101224:1:SIN-101224-140430NSK01
2024-12-11,2401AW500811A,MA1UN2YY2R2M32655,020:2401AW500811A:DM203B:101224:1:SIN-101224-140431NSK01
2024-12-11,1501BAA05451N,MA1UN2KY7R2M32716,000:1501BAA05451N:DD013IA:081124:01:000000P2:005:0342
2024-12-11,2301AW503170N,MA1UN2KY7R2M32716, 019:2301AW503170N:DI061A:091224:01:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32716, 311:2301AW502190N:DI061A:081224:02:731
2024-12-11,2301BW500080D,MA1UN2KY7R2M32716, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32661,022:2402AW500281A:DM203B:051224:03:SIN-051224-914911NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32661,021:2401AW500821A:DM203B:101224:1:SIN-101224-140465NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32661,020:2401AW500811A:DM203B:101224:1:SIN-101224-140490NSK01
2024-12-11,2301BW500080D,MA1UN2YY2R2M32717, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2301AW502180N,MA1UN2YY2R2M32717, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32717, 311:2301AW502200N:DI061A:081224:01:610
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32717,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0305
2024-12-11,1501AAA00851N,MA1UN4YY2R2M32719,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0289
2024-12-11,2301BW500080D,MA1UN4YY2R2M32719, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2301AW502200N,MA1UN4YY2R2M32719, 311:2301AW502200N:DI061A:081224:01:608
2024-12-11,2301AW502240N,MA1UN4YY2R2M32719, 019:2301AW502240N:DI061A:311024:01:000
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32720,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0314
2024-12-11,2301AW502180N,MA1UN2YY2R2M32720, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32720, 311:2301AW502200N:DI061A:081224:01:611
2024-12-11,2301BW500080D,MA1UN2YY2R2M32720, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2402AW500281A,MA1UN2YY2R2M32659,022:2402AW500281A:DM203B:061224:01:0000186-NSK01
2024-12-11,2401AW500701A,MA1UN2YY2R2M32659,021:2401AW500701A:DM203B:061224:2:SIN-061224-137829NSK01
2024-12-11,2401AW500691A,MA1UN2YY2R2M32659,020:2401AW500691A:DM203B:061224:1:SIN-061224-137627NSK01
2024-12-11,2402AW500281A,MA1UN2YY2R2M32685,022:2402AW500281A:DM203B:101224:01:SIN-101224-943168NSK01
2024-12-11,2401AW500821A,MA1UN2YY2R2M32685,021:2401AW500821A:DM203B:101224:1:SIN-101224-140480NSK01
2024-12-11,2401AW500811A,MA1UN2YY2R2M32685,020:2401AW500811A:DM203B:101224:1:SIN-101224-140444NSK01
2024-12-11,1501BAA05331N,MA1UN2KY7R2M32724,000:1501BAA05331N:DD013IA:221124:01:000000P2:005:0285
2024-12-11,2301AW502250N,MA1UN2KY7R2M32724, 019:2301AW502250N:DI061A:091224:02:000
2024-12-11,2301BW500080D,MA1UN2KY7R2M32724, 503:2301BW500080D:DI061A:071224:02:000
2024-12-11,2301AW502190N,MA1UN2KY7R2M32724, 311:2301AW502190N:DI061A:081224:02:733
2024-12-11,2402AW500281A,MA1UN4YY2R2M32688,022:2402AW500281A:DM203B:091224:02:SIN-091224-941034NSK01
2024-12-11,2401AW500701A,MA1UN4YY2R2M32688,021:2401AW500701A:DM203B:061224:2:SIN-041224-135829NSK01
2024-12-11,2401AW500691A,MA1UN4YY2R2M32688,020:2401AW500691A:DM203B:061224:3:SIN-061224-137221NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32684,022:2402AW500281A:DM203B:051224:01:SIN-051224-916394NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32684,021:2401AW500821A:DM203B:101224:3:SIN-101224-140109NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32684,020:2401AW500811A:DM203B:101224:1:SIN-101224-140466NSK01
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32728,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0309
2024-12-11,2301AW502200N,MA1UN2YY2R2M32728, 311:2301AW502200N:DI061A:081224:01:615
2024-12-11,2301AW502180N,MA1UN2YY2R2M32728, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2301BW500080D,MA1UN2YY2R2M32728, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2301AW502180N,MA1UN2JV2R2M32729, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2301BW500080D,MA1UN2JV2R2M32729, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2301AW502200N,MA1UN2JV2R2M32729, 311:2301AW502200N:DI061A:081224:01:595
2024-12-11,1501AAA00851N,MA1UN2JV2R2M32729,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0310
2024-12-11,2401AW500811A,MA1UN2KY7R2M32692,020:2401AW500811A:DM203B:101224:1:SIN-101224-140473NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32692,022:2402AW500281A:DM203B:051224:01:SIN-051224-915322NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32692,021:2401AW500821A:DM203B:101224:1:SIN-101224-140469NSK01
2024-12-11,1501AAA00851N,MA1UN2JV2R2M32730,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0311
2024-12-11,2301AW502200N,MA1UN2JV2R2M32730, 311:2301AW502200N:DI061A:081224:01:596
2024-12-11,2301AW502180N,MA1UN2JV2R2M32730, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2301BW500080D,MA1UN2JV2R2M32730, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32686,022:2402AW500281A:DM203B:051224:01:0000128-NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32686,021:2401AW500821A:DM203B:101224:1:SIN-101224-140463NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32686,020:2401AW500811A:DM203B:101224:3:SIN-101224-140108NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32696,022:2402AW500281A:DM203B:051224:02:SIN-051224-918731NSK01
2024-12-11,2401AW500701A,MA1UN2KY7R2M32696,021:2401AW500701A:DM203B:101224:1:SIN-101224-140508NSK01
2024-12-11,2401AW500691A,MA1UN2KY7R2M32696,020:2401AW500691A:DM203B:101224:1:SIN-101224-140509NSK01
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32733,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0312
2024-12-11,2301BW500080D,MA1UN2YY2R2M32733, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32733, 311:2301AW502200N:DI061A:081224:01:594
2024-12-11,2301AW502180N,MA1UN2YY2R2M32733, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2402AW500281A,MA1UN2KY7R2M32700,022:2402AW500281A:DM203B:051224:02:SIN-051224-919261NSK01
2024-12-11,2401AW500701A,MA1UN2KY7R2M32700,021:2401AW500701A:DM203B:071224:3:SIN-071224-138127NSK01
2024-12-11,2401AW500691A,MA1UN2KY7R2M32700,020:2401AW500691A:DM203B:071224:3:SIN-071224-138126NSK01
2024-12-11,2401AW500811A,MA1UN2KY7R2M32694,020:2401AW500811A:DM203B:101224:1:SIN-101224-140347NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32694,022:2402AW500281A:DM203B:061224:03:SIN-061224-920976NSK01
2024-12-11,2401AW500821A,MA1UN2KY7R2M32694,021:2401AW500821A:DM203B:101224:3:SIN-101224-140037NSK01
2024-12-11,2402AW500281A,MA1UN2KY7R2M32702,022:2402AW500281A:DM203B:041224:01:SIN-041224-909610NSK01
2024-12-11,2401AW500701A,MA1UN2KY7R2M32702,021:2401AW500701A:DM203B:061224:3:SIN-061224-137264NSK01
2024-12-11,2401AW500691A,MA1UN2KY7R2M32702,020:2401AW500691A:DM203B:101224:1:SIN-101224-140522NSK01
2024-12-11,2301BW500080D,MA1UN4YY2R2M32737, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2301AW502200N,MA1UN4YY2R2M32737, 311:2301AW502200N:DI061A:081224:01:597
2024-12-11,2301AW502240N,MA1UN4YY2R2M32737, 019:2301AW502240N:DI061A:311024:01:000
2024-12-11,1501AAA00851N,MA1UN4YY2R2M32737,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0294
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32738,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0298
2024-12-11,2301AW502180N,MA1UN2YY2R2M32738, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32738, 311:2301AW502200N:DI061A:081224:01:599
2024-12-11,2301BW500080D,MA1UN2YY2R2M32738, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2301BW500080D,MA1UN2YY2R2M32739, 503:2301BW500080D:DI061A:091224:01:000
2024-12-11,2301AW502200N,MA1UN2YY2R2M32739, 311:2301AW502200N:DI061A:071224:01:064
2024-12-11,2301AW502180N,MA1UN2YY2R2M32739, 019:2301AW502180N:DI061A:081224:01:000
2024-12-11,1501AAA00851N,MA1UN2YY2R2M32739,000:1501AAA00851N:DD013IA:211024:02:000000P2:005:0316
2024-12-11,2402AW500281A,MA1UN2JV2R2M32705,022:2402AW500281A:DM203B:101224:01:SIN-101224-943976NSK01
2024-12-11,2401AW500701A,MA1UN2JV2R2M32705,021:2401AW500701A:DM203B:071224:3:SIN-071224-138143NSK01
2024-12-11,2401AW500691A,MA1UN2JV2R2M32705,020:2401AW500691A:DM203B:061224:3:SIN-061224-137236NSK01
